abstract,title,group_id
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01J
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,C12Q
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01L
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,G01N
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,C12Q
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01L
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,C07F
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01L
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,C12Q
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01J
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01J
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01J
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,C07B
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01J
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,C12Q
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01L
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,B01J
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,C12Q
"Processes and kits for immobilizing a high density of nucleic acids on an insoluble surface, which are particularly useful for mass spectrometric detection of nucleic acids, are disclosed. Arrays containing the immobilized nucleic acids and use of the immobilized nucleic acids in a variety of solid phase nucleic acid chemistry applications, including nucleic acid synthesis (chemical and enzymatic), hybridization and/or extension, and sequencing, are provided. Serial and parallel dispensing tools that can deliver defined volumes of fluid to generate multi-element arrays of sample material on a substrate surface are further provided. Tools provided herein can include an assembly of vesicle elements, or pins, wherein each of the pins can include a narrow interior chamber suitable for holding nanoliter volumes of fluid. Methods for dispensing tools that can be employed to generate multi-element arrays of sample material on a substrate surface are also provided. The tool can dispense a spot of fluid to a substrate surface by spraying the fluid from the pin, contacting the substrate surface or forming a drop that touches against the substrate surface. The tool can form an array of sample material by dispensing sample material in a series of steps, while moving the pin to different locations above the substrate surface to form the sample array, The prepared sample arrays may be passed to a plate assembly that disposes the sample arrays for analysis by mass spectrometry.",High density immobilization of nucleic acids,C07F
"A method for automatically making bags equipped with matching closure profiles comprising the steps of: unwinding a supply of at least a film for forming the bag walls; unwinding a supply of closure assembly comprising a W-shaped support sheet, constituting an inner U-shaped tear band provided on its inner surface opposite respectively the matching closure profiles, and the external lateral webs extending beyond the closure profiles and the U-shaped inner band, the closure assembly being further pre-equipped with a series of sliders actuating the closure profiles distributed over the length of the unwinding closure assembly; and fixing the resulting closure assembly via the external lateral webs on the film forming the bag walls.",Method for producing bags comprising closure profiles actuated by a slider,B65B
"A method for automatically making bags equipped with matching closure profiles comprising the steps of: unwinding a supply of at least a film for forming the bag walls; unwinding a supply of closure assembly comprising a W-shaped support sheet, constituting an inner U-shaped tear band provided on its inner surface opposite respectively the matching closure profiles, and the external lateral webs extending beyond the closure profiles and the U-shaped inner band, the closure assembly being further pre-equipped with a series of sliders actuating the closure profiles distributed over the length of the unwinding closure assembly; and fixing the resulting closure assembly via the external lateral webs on the film forming the bag walls.",Method for producing bags comprising closure profiles actuated by a slider,Y10S
"A method for automatically making bags equipped with matching closure profiles comprising the steps of: unwinding a supply of at least a film for forming the bag walls; unwinding a supply of closure assembly comprising a W-shaped support sheet, constituting an inner U-shaped tear band provided on its inner surface opposite respectively the matching closure profiles, and the external lateral webs extending beyond the closure profiles and the U-shaped inner band, the closure assembly being further pre-equipped with a series of sliders actuating the closure profiles distributed over the length of the unwinding closure assembly; and fixing the resulting closure assembly via the external lateral webs on the film forming the bag walls.",Method for producing bags comprising closure profiles actuated by a slider,B31B
"A method for automatically making bags equipped with matching closure profiles comprising the steps of: unwinding a supply of at least a film for forming the bag walls; unwinding a supply of closure assembly comprising a W-shaped support sheet, constituting an inner U-shaped tear band provided on its inner surface opposite respectively the matching closure profiles, and the external lateral webs extending beyond the closure profiles and the U-shaped inner band, the closure assembly being further pre-equipped with a series of sliders actuating the closure profiles distributed over the length of the unwinding closure assembly; and fixing the resulting closure assembly via the external lateral webs on the film forming the bag walls.",Method for producing bags comprising closure profiles actuated by a slider,B65B
"The apparatus makes it possible to neutralize radio telephones, in spaces to be protected, by jamming the call signals or by modifying the communication signals. The variant embodiments of the apparatus are adapted so as to restrict the volume to be filtered and so as to select the filtering communications.",Radiotelephone filtering apparatus,H04K
"The apparatus makes it possible to neutralize radio telephones, in spaces to be protected, by jamming the call signals or by modifying the communication signals. The variant embodiments of the apparatus are adapted so as to restrict the volume to be filtered and so as to select the filtering communications.",Radiotelephone filtering apparatus,H04K
"The apparatus makes it possible to neutralize radio telephones, in spaces to be protected, by jamming the call signals or by modifying the communication signals. The variant embodiments of the apparatus are adapted so as to restrict the volume to be filtered and so as to select the filtering communications.",Radiotelephone filtering apparatus,H04K
"The apparatus makes it possible to neutralize radio telephones, in spaces to be protected, by jamming the call signals or by modifying the communication signals. The variant embodiments of the apparatus are adapted so as to restrict the volume to be filtered and so as to select the filtering communications.",Radiotelephone filtering apparatus,H04K
"The apparatus makes it possible to neutralize radio telephones, in spaces to be protected, by jamming the call signals or by modifying the communication signals. The variant embodiments of the apparatus are adapted so as to restrict the volume to be filtered and so as to select the filtering communications.",Radiotelephone filtering apparatus,H04K
"The apparatus makes it possible to neutralize radio telephones, in spaces to be protected, by jamming the call signals or by modifying the communication signals. The variant embodiments of the apparatus are adapted so as to restrict the volume to be filtered and so as to select the filtering communications.",Radiotelephone filtering apparatus,H04W
"The apparatus makes it possible to neutralize radio telephones, in spaces to be protected, by jamming the call signals or by modifying the communication signals. The variant embodiments of the apparatus are adapted so as to restrict the volume to be filtered and so as to select the filtering communications.",Radiotelephone filtering apparatus,H04K
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G02B
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G09F
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
"An optical display provided with a hologram element and a light source, wherein the hologram is a reflection hologram formed by a light beam which is obtained by utilizing light passing through a slit and has information on an object and a reference light beam which has an incident ligth path different from that of the light having the information on an object, and the reproduced image of the object is displayed using the light from the light source.",Optical display,G03H
